Lake;Transect_ID;Date;Diver;Position;Sampling_ID;Latitude;Longitude;Cloud_cover;Start_time;Segment;LeGi_Health;LeGi_Infected;Cyp_Health;Cyp_Infected;MiDo_Health;MiDo_Infected;AmRu_Health;AmRu_Infected;PeFl_Health;PeFl_Infected;Silt;Sand;Rock;Metric_block;Macrophyte;Mean_depth;Trunk;Temperature;Conductivity;DO;Turbidity;pH;TOC;TN;TP
Coeur;COEU2;25/08/2022;Juliane;Pelagic;COEU2_Pelagic;45°58.220';74°00.526';30;10:53;10 - 20 m;3;6;0;0;0;0;0;0;5;0;50;0;20;30;5;90;0;23.3;53.5;8.38;0.33;7.25;5.630;370.43;8.4576
Coeur;COEU2;25/08/2022;Juliane;Pelagic;COEU2_Pelagic;45°58.220';74°00.526';30;10:53;20 - 30 m;0;1;0;0;1;0;0;0;0;0;10;0;30;60;5;100;3;23.3;53.5;8.38;0.33;7.25;5.630;370.43;8.4576
Coeur;COEU2;25/08/2022;Juliane;Pelagic;COEU2_Pelagic;45°58.220';74°00.526';30;10:53;30 - 40 m;1;0;0;0;3;0;0;0;0;0;20;0;30;50;40;40;1;23.3;53.5;8.38;0.33;7.25;5.630;370.43;8.4576
Coeur;COEU2;25/08/2022;Juliane;Pelagic;COEU2_Pelagic;45°58.220';74°00.526';30;10:53;40 - 50 m ;1;3;0;0;5;0;0;0;0;0;20;0;70;10;90;50;0;23.3;53.5;8.38;0.33;7.25;5.630;370.43;8.4576
Coeur;COEU3;25/08/2022;Juliane;Littoral;COEU3_Littoral;45°58.095';74°00.775';40;10:20;0 - 10 m ;2;3;0;0;3;2;0;0;2;0;15;0;50;35;50;25;2;23.0;53.4;8.26;0.2;7.13;5.600;331.67;7.3317
Coeur;COEU3;25/08/2022;Juliane;Littoral;COEU3_Littoral;45°58.095';74°00.775';40;10:20;10 - 20 m;4;18;0;0;1;1;0;0;1;0;10;0;30;60;15;30;1;23.0;53.4;8.26;0.2;7.13;5.600;331.67;7.3317
Coeur;COEU3;25/08/2022;Juliane;Littoral;COEU3_Littoral;45°58.095';74°00.775';40;10:20;20 - 30 m;2;12;0;0;1;1;0;0;0;0;40;0;30;30;10;20;1;23.0;53.4;8.26;0.2;7.13;5.600;331.67;7.3317
Coeur;COEU3;25/08/2022;Juliane;Littoral;COEU3_Littoral;45°58.095';74°00.775';40;10:20;30 - 40 m;0;2;0;0;1;0;0;0;0;0;30;0;20;50;10;40;1;23.0;53.4;8.26;0.2;7.13;5.600;331.67;7.3317
Coeur;COEU3;25/08/2022;Juliane;Littoral;COEU3_Littoral;45°58.095';74°00.775';40;10:20;40 - 50 m ;0;7;0;0;5;2;0;0;0;0;10;0;20;70;2;20;1;23.0;53.4;8.26;0.2;7.13;5.600;331.67;7.3317
Coeur;COEU3;25/08/2022;Charles;Pelagic;COEU3_Pelagic;45°58.095';74°00.775';40;10:20;0 - 10 m ;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;400;0;23.0;53.4;8.26;0.2;7.13;5.600;331.67;7.3317
Coeur;COEU3;25/08/2022;Charles;Pelagic;COEU3_Pelagic;45°58.095';74°00.775';40;10:20;10 - 20 m;0;0;0;0;1;0;0;0;0;0;30;0;0;70;0;60;1;23.0;53.4;8.26;0.2;7.13;5.600;331.67;7.3317
Coeur;COEU3;25/08/2022;Charles;Pelagic;COEU3_Pelagic;45°58.095';74°00.775';40;10:20;20 - 30 m;0;0;0;0;4;1;0;0;0;0;65;0;15;20;3;70;0;23.0;53.4;8.26;0.2;7.13;5.600;331.67;7.3317
Coeur;COEU3;25/08/2022;Charles;Pelagic;COEU3_Pelagic;45°58.095';74°00.775';40;10:20;30 - 40 m;0;0;0;0;1;2;0;0;0;0;70;0;10;20;0;65;1;23.0;53.4;8.26;0.2;7.13;5.600;331.67;7.3317
Coeur;COEU3;25/08/2022;Charles;Pelagic;COEU3_Pelagic;45°58.095';74°00.775';40;10:20;40 - 50 m ;0;0;0;0;0;7;0;0;0;0;69;0;30;1;0;70;1;23.0;53.4;8.26;0.2;7.13;5.600;331.67;7.3317
Coeur;COEU4;25/08/2022;Charles;Littoral;COEU4_Littoral;45°58.086';74°00.835';40;09:45;0 - 10 m ;0;0;0;0;0;6;0;0;0;0;80;0;15;5;5;70;10;22.8;53.2;8.26;0.28;6.78;5.640;341.93;6.9554
Coeur;COEU4;25/08/2022;Charles;Littoral;COEU4_Littoral;45°58.086';74°00.835';40;09:45;10 - 20 m;0;0;0;0;0;2;0;0;0;0;10;0;10;80;0;70;15;22.8;53.2;8.26;0.28;6.78;5.640;341.93;6.9554
Coeur;COEU4;25/08/2022;Charles;Littoral;COEU4_Littoral;45°58.086';74°00.835';40;09:45;20 - 30 m;0;0;0;0;0;1;0;0;0;0;90;0;0;10;15;50;10;22.8;53.2;8.26;0.28;6.78;5.640;341.93;6.9554
Coeur;COEU4;25/08/2022;Charles;Littoral;COEU4_Littoral;45°58.086';74°00.835';40;09:45;30 - 40 m;0;14;0;0;0;2;0;0;0;0;95;0;0;5;10;70;12;22.8;53.2;8.26;0.28;6.78;5.640;341.93;6.9554
Coeur;COEU4;25/08/2022;Charles;Littoral;COEU4_Littoral;45°58.086';74°00.835';40;09:45;40 - 50 m ;0;19;0;0;0;4;0;0;2;0;95;0;4;1;20;60;25;22.8;53.2;8.26;0.28;6.78;5.640;341.93;6.9554
Coeur;COEU4;25/08/2022;Juliane;Pelagic;COEU4_Pelagic;45°58.086';74°00.835';40;09:45;0 - 10 m ;0;0;0;0;1;0;0;0;0;0;70;0;10;20;40;80;1;22.8;53.2;8.26;0.28;6.78;5.640;341.93;6.9554
Coeur;COEU4;25/08/2022;Juliane;Pelagic;COEU4_Pelagic;45°58.086';74°00.835';40;09:45;10 - 20 m;0;0;0;0;6;0;0;0;0;0;50;0;20;30;10;100;2;22.8;53.2;8.26;0.28;6.78;5.640;341.93;6.9554
Coeur;COEU4;25/08/2022;Juliane;Pelagic;COEU4_Pelagic;45°58.086';74°00.835';40;09:45;20 - 30 m;0;0;0;0;4;0;0;0;0;0;10;0;30;60;0;250;1;22.8;53.2;8.26;0.28;6.78;5.640;341.93;6.9554
Coeur;COEU4;25/08/2022;Juliane;Pelagic;COEU4_Pelagic;45°58.086';74°00.835';40;09:45;30 - 40 m;0;1;0;0;6;0;0;0;0;0;10;0;40;50;1;220;1;22.8;53.2;8.26;0.28;6.78;5.640;341.93;6.9554
Coeur;COEU4;25/08/2022;Juliane;Pelagic;COEU4_Pelagic;45°58.086';74°00.835';40;09:45;40 - 50 m ;4;4;0;0;4;0;0;0;1;0;60;0;30;10;5;110;2;22.8;53.2;8.26;0.28;6.78;5.640;341.93;6.9554
Cornu;CORN1;18/08/2022;Charles;Littoral;CORN1_Littoral;45°52.949';74°00.138';100;12:10;0 - 10 m ;0;35;0;0;0;0;0;0;0;0;25;0;0;75;0;475;50;22.6;147.8;8.69;0.74;7.33;3.970;324.83;6.9125
Cornu;CORN1;18/08/2022;Charles;Littoral;CORN1_Littoral;45°52.949';74°00.138';100;12:13;10 - 20 m;0;12;0;0;0;1;0;0;0;0;85;0;0;15;0;275;50;22.6;147.8;8.69;0.74;7.33;3.970;324.83;6.9125
Cornu;CORN1;18/08/2022;Charles;Littoral;CORN1_Littoral;45°52.949';74°00.138';100;12:16;20 - 30 m;0;2;20;0;2;3;0;0;0;0;80;0;0;20;0;400;50;22.6;147.8;8.69;0.74;7.33;3.970;324.83;6.9125
Cornu;CORN1;18/08/2022;Charles;Littoral;CORN1_Littoral;45°52.949';74°00.138';100;12:19;30 - 40 m;0;3;0;0;1;5;0;0;0;0;95;0;0;5;0;300;50;22.6;147.8;8.69;0.74;7.33;3.970;324.83;6.9125
Cornu;CORN1;18/08/2022;Charles;Littoral;CORN1_Littoral;45°52.949';74°00.138';100;12:22;40 - 50 m ;1;0;0;0;0;0;0;0;0;0;95;0;0;5;0;300;50;22.6;147.8;8.69;0.74;7.33;3.970;324.83;6.9125
Cornu;CORN1;18/08/2022;Juliane;Pelagic;CORN1_Pelagic;45°52.949';74°00.138';100;12:10;0 - 10 m ;4;3;0;0;2;0;0;0;1;0;50;0;0;50;0;400;25;22.6;147.8;8.69;0.74;7.33;3.970;324.83;6.9125
Cornu;CORN1;18/08/2022;Juliane;Pelagic;CORN1_Pelagic;45°52.949';74°00.138';100;12:13;10 - 20 m;0;0;0;0;6;4;0;0;0;0;50;0;0;50;0;350;20;22.6;147.8;8.69;0.74;7.33;3.970;324.83;6.9125
Cornu;CORN1;18/08/2022;Juliane;Pelagic;CORN1_Pelagic;45°52.949';74°00.138';100;12:16;20 - 30 m;0;0;0;0;5;0;0;0;0;0;60;0;0;40;0;500;15;22.6;147.8;8.69;0.74;7.33;3.970;324.83;6.9125
Cornu;CORN1;18/08/2022;Juliane;Pelagic;CORN1_Pelagic;45°52.949';74°00.138';100;12:19;30 - 40 m;1;0;0;0;4;0;0;0;0;0;50;0;0;50;0;350;20;22.6;147.8;8.69;0.74;7.33;3.970;324.83;6.9125
Cornu;CORN1;18/08/2022;Juliane;Pelagic;CORN1_Pelagic;45°52.949';74°00.138';100;12:22;40 - 50 m ;1;0;0;0;6;0;0;0;0;0;30;0;10;60;0;350;50;22.6;147.8;8.69;0.74;7.33;3.970;324.83;6.9125
Cornu;CORN2;18/08/2022;Charles;Littoral;CORN2_Littoral;45°53.090';74°00.339';100;10:09;0 - 10 m ;1;23;11;0;0;1;0;0;0;0;100;0;0;0;40;25;0;22.5;149.6;8.00;0.41;6.87;4.050;292.91;7.6265
Cornu;CORN2;18/08/2022;Charles;Littoral;CORN2_Littoral;45°53.090';74°00.339';100;10:12;10 - 20 m;3;9;32;0;0;2;0;0;0;0;100;0;0;0;45;20;1;22.5;149.6;8.00;0.41;6.87;4.050;292.91;7.6265
Cornu;CORN2;18/08/2022;Charles;Littoral;CORN2_Littoral;45°53.090';74°00.339';100;10:15;20 - 30 m;1;10;0;0;0;0;0;0;0;0;100;0;0;0;30;20;1;22.5;149.6;8.00;0.41;6.87;4.050;292.91;7.6265
Cornu;CORN2;18/08/2022;Charles;Littoral;CORN2_Littoral;45°53.090';74°00.339';100;10:18;30 - 40 m;1;5;0;0;0;0;0;0;0;0;100;0;0;0;20;60;10;22.5;149.6;8.00;0.41;6.87;4.050;292.91;7.6265
Cornu;CORN2;18/08/2022;Charles;Littoral;CORN2_Littoral;45°53.090';74°00.339';100;10:21;40 - 50 m ;0;88;41;0;0;0;0;0;0;0;100;0;0;0;20;45;8;22.5;149.6;8.00;0.41;6.87;4.050;292.91;7.6265
Cornu;CORN2;18/08/2022;Lea;Pelagic;CORN2_Pelagic;45°53.090';74°00.339';100;10:09;0 - 10 m ;2;40;16;0;0;0;0;0;0;0;100;0;0;0;30;40;8;22.5;149.6;8.00;0.41;6.87;4.050;292.91;7.6265
Cornu;CORN2;18/08/2022;Lea;Pelagic;CORN2_Pelagic;45°53.090';74°00.339';100;10:12;10 - 20 m;1;30;31;0;0;0;0;0;0;0;100;0;0;0;5;35;1;22.5;149.6;8.00;0.41;6.87;4.050;292.91;7.6265
Cornu;CORN2;18/08/2022;Lea;Pelagic;CORN2_Pelagic;45°53.090';74°00.339';100;10:15;20 - 30 m;0;3;0;0;0;0;0;0;0;0;100;0;0;0;20;40;0;22.5;149.6;8.00;0.41;6.87;4.050;292.91;7.6265
Cornu;CORN2;18/08/2022;Lea;Pelagic;CORN2_Pelagic;45°53.090';74°00.339';100;10:18;30 - 40 m;1;23;0;0;3;0;0;0;0;0;100;0;0;0;10;60;15;22.5;149.6;8.00;0.41;6.87;4.050;292.91;7.6265
Cornu;CORN2;18/08/2022;Lea;Pelagic;CORN2_Pelagic;45°53.090';74°00.339';100;10:21;40 - 50 m ;7;41;0;0;0;0;0;0;0;0;100;0;0;0;30;50;1;22.5;149.6;8.00;0.41;6.87;4.050;292.91;7.6265
Cornu;CORN3;18/08/2022;Lea;Littoral;CORN3_Littoral;45°53.125';74°00.332';90;10:42;0 - 10 m ;3;21;4;0;0;0;0;0;0;0;100;0;0;0;90;20;0;22.6;152.3;8.10;1.34;6.77;4.050;374.99;13.9793
Cornu;CORN3;18/08/2022;Lea;Littoral;CORN3_Littoral;45°53.125';74°00.332';90;10:45;10 - 20 m;10;31;62;0;3;0;0;0;0;0;100;0;0;0;90;20;0;22.6;152.3;8.10;1.34;6.77;4.050;374.99;13.9793
Cornu;CORN3;18/08/2022;Lea;Littoral;CORN3_Littoral;45°53.125';74°00.332';90;10:48;20 - 30 m;2;0;102;0;0;0;0;0;0;0;100;0;0;0;80;40;0;22.6;152.3;8.10;1.34;6.77;4.050;374.99;13.9793
Cornu;CORN3;18/08/2022;Lea;Littoral;CORN3_Littoral;45°53.125';74°00.332';90;10:51;30 - 40 m;1;0;30;0;0;0;0;0;0;0;100;0;0;0;80;40;3;22.6;152.3;8.10;1.34;6.77;4.050;374.99;13.9793
Cornu;CORN3;18/08/2022;Lea;Littoral;CORN3_Littoral;45°53.125';74°00.332';90;10:54;40 - 50 m ;2;1;33;0;0;0;0;0;0;0;80;0;0;20;80;50;2;22.6;152.3;8.10;1.34;6.77;4.050;374.99;13.9793
Cornu;CORN3;18/08/2022;Charles;Pelagic;CORN3_Pelagic;45°53.125';74°00.332';90;10:42;0 - 10 m ;1;2;0;0;0;4;0;0;0;0;95;0;0;5;75;60;4;22.6;152.3;8.10;1.34;6.77;4.050;374.99;13.9793
Cornu;CORN3;18/08/2022;Charles;Pelagic;CORN3_Pelagic;45°53.125';74°00.332';90;10:45;10 - 20 m;15;0;5;0;0;1;0;0;0;0;100;0;0;0;55;55;1;22.6;152.3;8.10;1.34;6.77;4.050;374.99;13.9793
Cornu;CORN3;18/08/2022;Charles;Pelagic;CORN3_Pelagic;45°53.125';74°00.332';90;10:48;20 - 30 m;2;11;55;0;0;1;0;0;0;0;99;0;0;1;60;50;1;22.6;152.3;8.10;1.34;6.77;4.050;374.99;13.9793
Cornu;CORN3;18/08/2022;Charles;Pelagic;CORN3_Pelagic;45°53.125';74°00.332';90;10:51;30 - 40 m;1;1;0;0;0;0;0;0;0;0;100;0;0;0;70;50;0;22.6;152.3;8.10;1.34;6.77;4.050;374.99;13.9793
Cornu;CORN3;18/08/2022;Charles;Pelagic;CORN3_Pelagic;45°53.125';74°00.332';90;10:54;40 - 50 m ;1;74;80;0;0;0;0;0;1;1;100;0;0;0;75;60;0;22.6;152.3;8.10;1.34;6.77;4.050;374.99;13.9793
Cornu;CORN4;18/08/2022;Juliane;Littoral;CORN4_Littoral;45°52.960';73°59.989';100;11:30;0 - 10 m ;0;0;0;0;0;0;0;0;0;0;30;0;50;20;10;20;3;22.6;147.8;9.10;0.13;7.61;4.130;357.89;8.7511
Cornu;CORN4;18/08/2022;Juliane;Littoral;CORN4_Littoral;45°52.960';73°59.989';100;11:33;10 - 20 m;1;9;0;0;0;0;0;0;0;0;30;0;60;10;5;30;4;22.6;147.8;9.10;0.13;7.61;4.130;357.89;8.7511
Cornu;CORN4;18/08/2022;Juliane;Littoral;CORN4_Littoral;45°52.960';73°59.989';100;11:36;20 - 30 m;1;11;0;0;0;0;0;0;0;0;40;0;50;10;5;25;3;22.6;147.8;9.10;0.13;7.61;4.130;357.89;8.7511
Cornu;CORN4;18/08/2022;Juliane;Littoral;CORN4_Littoral;45°52.960';73°59.989';100;11:39;30 - 40 m;1;7;0;0;0;0;0;0;0;0;40;0;50;10;7;30;4;22.6;147.8;9.10;0.13;7.61;4.130;357.89;8.7511
Cornu;CORN4;18/08/2022;Juliane;Littoral;CORN4_Littoral;45°52.960';73°59.989';100;11:42;40 - 50 m ;0;2;0;0;0;0;0;0;0;0;40;0;45;15;7;35;0;22.6;147.8;9.10;0.13;7.61;4.130;357.89;8.7511
Cornu;CORN4;18/08/2022;Charles;Pelagic;CORN4_Pelagic;45°52.960';73°59.989';100;11:30;0 - 10 m ;0;1;0;0;0;0;0;0;0;0;0;0;70;30;25;65;1;22.6;147.8;9.10;0.13;7.61;4.130;357.89;8.7511
Cornu;CORN4;18/08/2022;Charles;Pelagic;CORN4_Pelagic;45°52.960';73°59.989';100;11:33;10 - 20 m;0;2;0;0;0;0;0;0;0;0;0;0;80;20;20;60;1;22.6;147.8;9.10;0.13;7.61;4.130;357.89;8.7511
Cornu;CORN4;18/08/2022;Charles;Pelagic;CORN4_Pelagic;45°52.960';73°59.989';100;11:36;20 - 30 m;0;3;0;0;0;0;0;0;0;0;0;0;80;20;25;65;1;22.6;147.8;9.10;0.13;7.61;4.130;357.89;8.7511
Cornu;CORN4;18/08/2022;Charles;Pelagic;CORN4_Pelagic;45°52.960';73°59.989';100;11:39;30 - 40 m;0;22;0;0;0;0;0;0;0;0;0;0;85;15;20;60;0;22.6;147.8;9.10;0.13;7.61;4.130;357.89;8.7511
Cornu;CORN4;18/08/2022;Charles;Pelagic;CORN4_Pelagic;45°52.960';73°59.989';100;11:42;40 - 50 m ;0;0;0;0;0;1;0;0;0;0;0;0;85;15;25;60;1;22.6;147.8;9.10;0.13;7.61;4.130;357.89;8.7511
Corriveau;CORR1;11/08/2022;Juliane;Littoral;CORR1_Littoral;45°58.603';74°00.141';30;10:07;0 - 10 m ;2;3;82;0;0;0;0;0;0;0;10;0;60;30;40;70;7;20.3;19.1;8.06;0.49;5.76;8.420;400.07;12.4658
Corriveau;CORR1;11/08/2022;Juliane;Littoral;CORR1_Littoral;45°58.603';74°00.141';30;10:10;10 - 20 m;1;4;15;0;0;0;0;0;0;0;70;0;30;0;50;50;1;20.3;19.1;8.06;0.49;5.76;8.420;400.07;12.4658
Corriveau;CORR1;11/08/2022;Juliane;Littoral;CORR1_Littoral;45°58.603';74°00.141';30;10:13;20 - 30 m;1;2;40;0;0;0;0;0;0;0;90;0;10;0;40;40;3;20.3;19.1;8.06;0.49;5.76;8.420;400.07;12.4658
Corriveau;CORR1;11/08/2022;Juliane;Littoral;CORR1_Littoral;45°58.603';74°00.141';30;10:16;30 - 40 m;12;6;21;0;0;0;0;0;0;0;60;0;30;10;50;40;4;20.3;19.1;8.06;0.49;5.76;8.420;400.07;12.4658
Corriveau;CORR1;11/08/2022;Juliane;Littoral;CORR1_Littoral;45°58.603';74°00.141';30;10:19;40 - 50 m ;3;7;0;0;0;0;0;0;0;0;90;0;10;0;50;40;10;20.3;19.1;8.06;0.49;5.76;8.420;400.07;12.4658
Corriveau;CORR1;11/08/2022;Lea;Pelagic;CORR1_Pelagic;45°58.603';74°00.141';30;10:07;0 - 10 m ;2;6;10;0;0;0;0;0;0;0;100;0;0;0;25;110;30;20.3;19.1;8.06;0.49;5.76;8.420;400.07;12.4658
Corriveau;CORR1;11/08/2022;Lea;Pelagic;CORR1_Pelagic;45°58.603';74°00.141';30;10:10;10 - 20 m;0;1;70;0;0;0;0;0;0;0;100;0;0;0;30;170;20;20.3;19.1;8.06;0.49;5.76;8.420;400.07;12.4658
Corriveau;CORR1;11/08/2022;Lea;Pelagic;CORR1_Pelagic;45°58.603';74°00.141';30;10:13;20 - 30 m;0;0;5;0;0;0;0;0;0;0;100;0;0;0;30;150;15;20.3;19.1;8.06;0.49;5.76;8.420;400.07;12.4658
Corriveau;CORR1;11/08/2022;Lea;Pelagic;CORR1_Pelagic;45°58.603';74°00.141';30;10:16;30 - 40 m;0;0;34;0;0;0;0;0;0;0;75;0;0;25;20;200;6;20.3;19.1;8.06;0.49;5.76;8.420;400.07;12.4658
Corriveau;CORR1;11/08/2022;Lea;Pelagic;CORR1_Pelagic;45°58.603';74°00.141';30;10:19;40 - 50 m ;1;0;60;0;0;0;0;0;0;0;80;0;0;20;15;200;12;20.3;19.1;8.06;0.49;5.76;8.420;400.07;12.4658
Corriveau;CORR2;11/08/2022;Lea;Littoral;CORR2_Littoral;45°58.589';74°00.008';80;10:50;0 - 10 m ;4;3;4;0;0;0;0;0;0;0;0;0;10;90;0;40;1;21.0;19.1;8.27;0.39;6.10;8.250;394.37;14.9332
Corriveau;CORR2;11/08/2022;Lea;Littoral;CORR2_Littoral;45°58.589';74°00.008';80;10:53;10 - 20 m;5;0;4;0;0;0;0;0;0;0;75;20;0;5;45;45;2;21.0;19.1;8.27;0.39;6.10;8.250;394.37;14.9332
Corriveau;CORR2;11/08/2022;Lea;Littoral;CORR2_Littoral;45°58.589';74°00.008';80;10:56;20 - 30 m;60;0;0;0;0;0;0;0;0;0;60;40;0;0;20;20;0;21.0;19.1;8.27;0.39;6.10;8.250;394.37;14.9332
Corriveau;CORR2;11/08/2022;Lea;Littoral;CORR2_Littoral;45°58.589';74°00.008';80;10:59;30 - 40 m;1;1;0;0;0;0;0;0;0;0;70;0;10;20;30;30;5;21.0;19.1;8.27;0.39;6.10;8.250;394.37;14.9332
Corriveau;CORR2;11/08/2022;Lea;Littoral;CORR2_Littoral;45°58.589';74°00.008';80;11:02;40 - 50 m ;0;0;34;0;0;0;0;0;0;0;50;0;0;50;20;20;3;21.0;19.1;8.27;0.39;6.10;8.250;394.37;14.9332
Corriveau;CORR2;11/08/2022;Juliane;Pelagic;CORR2_Pelagic;45°58.589';74°00.008';80;10:50;0 - 10 m ;2;5;100;0;0;0;0;0;0;0;10;0;70;20;10;120;3;21.0;19.1;8.27;0.39;6.10;8.250;394.37;14.9332
Corriveau;CORR2;11/08/2022;Juliane;Pelagic;CORR2_Pelagic;45°58.589';74°00.008';80;10:53;10 - 20 m;0;2;17;0;0;0;0;0;0;0;60;0;10;30;40;140;7;21.0;19.1;8.27;0.39;6.10;8.250;394.37;14.9332
Corriveau;CORR2;11/08/2022;Juliane;Pelagic;CORR2_Pelagic;45°58.589';74°00.008';80;10:56;20 - 30 m;0;1;20;0;0;0;0;0;0;0;80;0;0;20;50;150;1;21.0;19.1;8.27;0.39;6.10;8.250;394.37;14.9332
Corriveau;CORR2;11/08/2022;Juliane;Pelagic;CORR2_Pelagic;45°58.589';74°00.008';80;10:59;30 - 40 m;0;1;50;0;0;0;0;0;0;0;80;0;20;0;30;170;5;21.0;19.1;8.27;0.39;6.10;8.250;394.37;14.9332
Corriveau;CORR2;11/08/2022;Juliane;Pelagic;CORR2_Pelagic;45°58.589';74°00.008';80;11:02;40 - 50 m ;0;0;106;0;0;0;0;0;0;0;90;0;0;10;30;160;6;21.0;19.1;8.27;0.39;6.10;8.250;394.37;14.9332
Croche;CROC1;09/08/2022;Louis-Philippe;Littoral;CROC1_Littoral;45°59.658';74°00.429';100;10:58;0 - 10 m ;0;0;0;0;0;0;0;0;0;0;100;0;0;0;45;70;5;21.3;14.2;7.84;0.38;6.09;6.360;332.81;7.0791
Croche;CROC1;09/08/2022;Louis-Philippe;Littoral;CROC1_Littoral;45°59.658';74°00.429';100;11:01;10 - 20 m;29;4;94;0;0;0;0;0;0;0;100;0;0;0;30;20;3;21.3;14.2;7.84;0.38;6.09;6.360;332.81;7.0791
Croche;CROC1;09/08/2022;Louis-Philippe;Littoral;CROC1_Littoral;45°59.658';74°00.429';100;11:04;20 - 30 m;23;1;19;0;0;0;0;0;0;0;100;0;0;0;40;20;2;21.3;14.2;7.84;0.38;6.09;6.360;332.81;7.0791
